Olay numarası,Lokasyon,Olay Tarihi,Olay Saati,Olay Tipi,Olay Grubu,Olay Alt Grubu,Saha,Olayın Kısa Açıklaması,OSAR Aşaması,Sorumlu Kişi,Seviye,Araştırmanın Tamamlanma Durumu,Olay Araştırma Kalan Gün sayısı,Döf Numarası,PE Seviye
1031826,9500 HAFİF NAFTA HİDROJENLE PARÇALAMA Ü.,6.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,9500 - ISO,ARAÇ SEYİR HALİNDE İKEN KAPILARININ AÇIK OLMASI hK.,Olay tamamlandı,,,Geçersiz,0,,
1031827,9600 ISOMERİZASYON ÜNİTESİ,12.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.; Ekipman çeklistleri doldurmadan kullanma,Saha genelinde tüm kollaktörlerin tarihi geçmiş durumdadır.,SAHA GENELİNDEKİ KOLLEKTÖRLERİN SON KONTROL TARİHLERİNİN GEÇMESİ,Olay tamamlandı,,,Geçersiz,0,,
1031829,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,11.07.2019,00:00:00,Güvenlik izleme,İSG,Tehlikeli depolanmış malz. ve ekipmanlar; Yüksekte duran emniyetsiz malzemeler,9900 ünitesi,ACİK KAÇIŞ YOLLARINI KAPAMIŞ İSKELE,Olay tamamlandı,,,Geçersiz,0,,
1031830,BAK.MÜD./BAKIM MÜDÜRLÜĞÜ,11.07.2019,00:00:00,Kazaya ramak kala,İSG,Çalışma alanında hareketli araçlar.,TEKNOKON ATÖLYE BÖLGESİ,KAPI İLE KONTEYNER ARASI SIKIŞMA,Olay tamamlandı,,,Geçersiz,0,5260.1,
1031831,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,11.07.2019,00:00:00,Güvenlik izleme,İSG,Tehlikeli depolanmış malz. ve ekipmanlar; Yüksekte duran emniyetsiz malzemeler,9900 ünitesi,ACİK KAÇIŞ YOLLARINI KAPAMIŞ İSKELE,Olay tamamlandı,,,Geçersiz,0,,
1031832,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,11.07.2019,00:00:00,Güvenlik izleme,İSG,Tehlikeli depolanmış malz. ve ekipmanlar; Yüksekte duran emniyetsiz malzemeler,9900 ünitesi,ACİK KAÇIŞ YOLLARINI KAPAMIŞ İSKELE,Olay tamamlandı,,,Geçersiz,0,,
1031833,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,16.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman çeklistleri doldurmadan kullanma,9900 DHP-14 numaralı ekipmanın bulunduğu alan .,KOLLEKTÖRÜN NOZZLE'I KIRIK DURUMDADIR.,Olay tamamlandı,,,Geçersiz,0,,
1031834,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,12.07.2019,00:00:00,Güvenlik izleme,İSG,Uyarıcı işaretler eksik/yok; Yaralnma riskni artıran tehl.çıkıntılar,D-9930 ekipman önü 9900,SU KANALINDAKİ MAZGAL BOŞLUĞU,Olay tamamlandı,,,Geçersiz,0,,
1031835,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,12.07.2019,00:00:00,Güvenlik izleme,İSG,Uyarıcı işaretler eksik/yok,E-9912 Ekipmanı 9900 sahası,VANA ÇIKIŞINDA BULUNAN KÖR AÇIKLIĞI - EKİPMAN NO : E-9912,Olay tamamlandı,,,Geçersiz,0,5301.1,
1031836,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,16.07.2019,00:00:00,Güvenlik izleme,İSG,Uyarıcı işaretler eksik/yok,D-9900 İş izin ofisi önü,MAZGAL BOŞLUĞU,Olay tamamlandı,,,Geçersiz,0,,
1031837,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,5.07.2019,00:00:00,Güvenlik izleme,İSG,Uyarıcı işaretler eksik/yok; Yaralnma riskni artıran tehl.çıkıntılar,,U-9900,Olay tamamlandı,,,Geçersiz,0,,
1031838,4300 FCC LPG MEROX ÜNİTESİ,6.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali; Dikkat dağıtıcı hareketler yapma,,VİNÇ OPERATÖRÜNÜN TELEFONLA KONUŞMASI,Olay tamamlandı,,,Geçersiz,0,,
1031839,4300 FCC LPG MEROX ÜNİTESİ,3.07.2019,00:00:00,Güvenlik izleme,İSG,Tehlikeli depolanmış malz. ve ekipmanlar,AMBAR,VİNÇ ÜZERİNDE YANLIŞ İSTİFLENMİŞ MALZEME,Olay tamamlandı,,,Geçersiz,0,,
1031840,4300 FCC LPG MEROX ÜNİTESİ,6.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali; Dikkat dağıtıcı hareketler yapma,,VİNÇ OPERATÖRÜNÜN TELEFONLA KONUŞMASI,Olay tamamlandı,,,Geçersiz,0,,
1031841,4300 FCC LPG MEROX ÜNİTESİ,16.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,4300 FCC ÜNİTESİ - Merox,VİNÇ TOPLANMAMIŞ HALDE BIRAKILMIŞ.,Olay tamamlandı,,,Geçersiz,0,,
1031842,"9000 CCR ÜNT. SUBSTATION , BATERİ LİMİT",12.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,,UYGUNSUZ ÇALIŞMA PLATFORMU,Olay tamamlandı,,,Geçersiz,0,5302.1,
1031845,İŞLETME GÜVENİRLİĞİ MÜDÜRLÜĞÜ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,igm binası koridor,takılma düşme,Olay tamamlandı,,,Geçersiz,0,5303.1,
1031846,8500 VİSBREAKER ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Uyarıcı işaretler eksik/yok,8500 T8505 kolonu,uyarıcı işaretler,Olay tamamlandı,,,Geçersiz,0,,
1031848,8500 VİSBREAKER ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Uyarıcı işaretler eksik/yok,reaktör 8500 civarı,kaldırma operasyonları,Olay tamamlandı,,,Geçersiz,0,,
1031853,8500 VİSBREAKER ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Yakındaki eş zamanlı çalışmalar,R-8501,malzeme düşmesi,Olay tamamlandı,,,Geçersiz,0,,
1031854,8500 VİSBREAKER ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Yakındaki eş zamanlı çalışmalar,U-8500 R-8501 duruş alanı,tehlikeli davranış,Olay tamamlandı,,,Geçersiz,0,,
1031855,1600 ANA ÜRÜN TANKLARI VE BAĞLANTILARI,17.07.2019,00:00:00,Güvenlik izleme,İSG,Uyarıcı işaretler eksik/yok,1600 yaşam mahali yanı ve diğer cendereler,uyarı işareti ve levha eksikliği,Olay tamamlandı,,,Geçersiz,0,,
1031856,3000 TANK SAHASI,17.07.2019,00:00:00,Güvenlik izleme,İSG,Uygun Solunum Koruyucu.,PHÜ 1622/C tankı,uygunsuz çalışma ortamı,Olay tamamlandı,,,Geçersiz,0,5304.1,
1031858,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,17.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",TK-3252 ile ASA arası 4 nolu yol üzeri.,hidrant kullanımı,Olay tamamlandı,,,Geçersiz,0,5305.1,
1031865,3000 TANK SAHASI,17.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",TK-3252 çatıya çıkış merdiveni alt tarafı vana grubu bölgesi.,uygunsuz ortam,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1031866,3000 TANK SAHASI,17.07.2019,00:00:00,Güvenlik izleme,İSG,Uyarıcı işaretler eksik/yok,TK-3002 dayk giriş-çıkışı,araç yolu düzensizliği,Olay tamamlandı,,,Geçersiz,0,5306.1,
1031867,4000 FCC ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman güv. cihazlarını safdışı bırakma,FCC ünitesi iş izin ofisi önü,uygunsuz iskele,Olay tamamlandı,,,Geçersiz,0,,
1031868,9700 KÜKÜRT GERİ KAZANIM ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,U-9000 kükürt kamyon dolum sahası,yüksekte tehlikeli malzeme,Olay tamamlandı,,,Geçersiz,0,5307.1,
1031869,"8000 BORD, OF SAYT VE BATERİ LİMİT",17.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",U-8000 bord güney tarafındaki kablo galerisi girişi,yetkisiz erişim,Olay tamamlandı,,,Geçersiz,0,5311.1,
1031871,4900 FCC UTİLİTE (CO ÜNİTESİ),17.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,FCC ünitesi CO kazanı,platform uygunsuzluğu,Olay tamamlandı,,,Geçersiz,0,,
1031872,100 HAMPETROL ATMOSFERİK DESTİLASYON ÜN.,17.07.2019,00:00:00,Güvenlik izleme,İSG,Doğru ekipman kullanmama/uyg.sz kullanma,U-100 -- 4802,uygun olmayan el aleti,Olay tamamlandı,,,Geçersiz,0,,
1031873,2700 OF SITE,17.07.2019,00:00:00,Güvenlik izleme,İSG,Elektrik ile emniyetsiz çalışma.,saha geneli,elektrik binaları,Olay tamamlandı,,,Geçersiz,0,,
1031874,SS-2050D 6 KV DAGITIM IST. (FCC-GSIP),17.07.2019,00:00:00,Güvenlik izleme,İSG,Elektrik ile emniyetsiz çalışma.,trafo2050,elektrik tehlikesi,Olay tamamlandı,,,Geçersiz,0,5312.1,
1031875,4000 FCC ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",düşme tehlikesi,düşme tehlikesi,Olay tamamlandı,,,Geçersiz,0,5313.1,
1031877,100 HAMPETROL ATMOSFERİK DESTİLASYON ÜN.,17.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,,kaldırma ekipmanları,Olay tamamlandı,,,Geçersiz,0,5314.1,
1031878,4000 FCC ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",fcc ünitesi 4702 ve 4701 nolu tanklar.,merdiven güvenliği,Olay tamamlandı,,,Geçersiz,0,5315.1,
1031879,100 HAMPETROL ATMOSFERİK DESTİLASYON ÜN.,17.07.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",Ü100 H101 APH,yüksekten düşme,Olay tamamlandı,,,Geçersiz,0,5316.1,
1031881,2700 OF SITE,17.07.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",İGM binası güneyinde piperack üzeri çıkış platformunun karşısı,yüksekten düşme,Olay tamamlandı,,,Geçersiz,0,,
1031883,3000 TANK SAHASI,17.07.2019,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,AHÜ TK 3005,sivri çıkıntılar,Olay tamamlandı,,,Geçersiz,0,,
1031884,BAK.MÜD./METAL ATÖLYESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,bakım müdürlüğü merkez atölye içi,uygunsuz ekipman,Olay tamamlandı,,,Geçersiz,0,5317.1,
1031885,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,DHP ve tüm saha yangın kolektörleri,uygunsuz ekipman,Olay tamamlandı,,,Geçersiz,0,,
1031886,4000 FCC ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,DHP ve tüm saha yangın kolektörleri,uygunsuz ekipman,Olay tamamlandı,,,Geçersiz,0,,
1031888,902Y KİRLİ KONDENSE İŞLEME ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Basınçlı kap/gaz tüpleri uygunsuzluklar,İGM binası doğu tarafındaki hava tankları,basınçlı kap uygunsuzluğu,Olay tamamlandı,,,Geçersiz,0,,
1031890,7200 ATMOSFERİK DİSTİLASYON ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",,Düzensiz Saha,Olay tamamlandı,,,Geçersiz,0,,
1031891,2700 OF SITE,17.07.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",1600 tank bölgesi soğutma kulesi batı tarafı yeraltı boru menholü,zeminde açıklık,Olay tamamlandı,,,Geçersiz,0,,
1031893,100 HAMPETROL ATMOSFERİK DESTİLASYON ÜN.,17.07.2019,00:00:00,Güvenlik izleme,İSG,Uyarıcı işaretler eksik/yok,100 ünitesi izin ofisi kuzey tarafı,elektrik panosu,Olay tamamlandı,,,Geçersiz,0,5326.1,
1031895,7000  OF SAYT VE BATTERY LİMİT,17.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,7000 ünitesi kontrol panelleri (CP),uygunsuz kontrol paneli,Olay tamamlandı,,,Geçersiz,0,5318.1,
1031898,4300 FCC LPG MEROX ÜNİTESİ,17.07.2019,14:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",,Ankraj Betonu,Olay tamamlandı,,,Geçersiz,0,5319.1,
1031910,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,TK-3252 ile ASA arası 4 nolu yol üzeri,trafik kuralı ihlali,Olay tamamlandı,,,Geçersiz,0,,
1031911,3000 TANK SAHASI,17.07.2019,00:00:00,Güvenlik izleme,İSG,"Uyarıcı işaretler eksik/yok; Düşme tehlikesi(Açık kablo kanalları,.)",1621/A tankının kuzey tarafı,tehlikeli açıklıklar,Olay tamamlandı,,,Geçersiz,0,,
1031912,7000  OF SAYT VE BATTERY LİMİT,17.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,E-7116 eşanjör yanı,uygunsuz ekipman,Olay tamamlandı,,,Geçersiz,0,5320.1,
1031914,3000 TANK SAHASI,18.07.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...); Yaralnma riskni artıran tehl.çıkıntılar; Düşme tehlikesi(Açık kablo kanalları,.)",1622/C TK ı 5 nolu yoldan iniş merdiveni,5 NO lu yoldan 1622/C TK na inen merdiven,Olay tamamlandı,,,Geçersiz,0,5321.1,
1031913,"8000 BORD, OF SAYT VE BATERİ LİMİT",17.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,8000 bord güneydoğusu FM200 sistem odası,uygunsuz ekipman,Olay tamamlandı,,,Geçersiz,0,5322.1,
1031915,3000 TANK SAHASI,18.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Yüksekte duran emniyetsiz malzemeler; Yaralnma riskni artıran tehl.çıkıntılar",2260 Pom. nafta sahası,2260 pom sahası,Olay tamamlandı,,,Geçersiz,0,5323.1,
1031916,"8000 BORD, OF SAYT VE BATERİ LİMİT",17.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",,açıkta kablo bulunması,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,5324.1,Seviye 4
1031919,600 LPG FRAKSİYONLANDIRMA ÜNİTESİ,18.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Yüksekte duran emniyetsiz malzemeler",T-601 Kolonu,Emniyetsiz Durum,Olay tamamlandı,,,Geçersiz,0,5325.1,
1031923,9850 AMİN İŞLEME ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,9856 dram beton desteği,tehlikeli durum,Olay tamamlandı,,,Geçersiz,0,,
1031925,4900 FCC UTİLİTE (CO ÜNİTESİ),17.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",FCC CO kazanı,tehlikeli durum,Olay tamamlandı,,,Geçersiz,0,,
1031927,4000 FCC ÜNİTESİ,18.07.2019,09:00:00,Güvenlik izleme,İSG,Baret/İş ayakkabısı ve iş kıyafeti,,İŞ EMNİYET BOTU,Olay tamamlandı,,,Geçersiz,0,5327.1,
1031940,3000 TANK SAHASI,18.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Tehlikeli depolanmış malz. ve ekipmanlar",2350 Pom. sahası yanı,MEGA FİRMASI,Olay tamamlandı,,,Geçersiz,0,5328.1,
1031941,3000 TANK SAHASI,18.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Tehlikeli depolanmış malz. ve ekipmanlar",3105 TK dike üstü,Mega Firması,Olay tamamlandı,,,Geçersiz,0,5329.1,
1031943,300 KEROSİN-DİZEL KÜKÜRT GİDERME ÜNİTESİ,18.07.2019,14:30:00,Güvenlik izleme,İSG,"Tertip, düzen",D304 DRUM ÖNÜ,D304 ÖNÜ İZOLE SACLARININ YERDE VE DÜZENSİZ OLMASI,Olay tamamlandı,,,Geçersiz,0,5330.1,
1031944,4800 GSIP (BENZİN SPEKLERİ İYİLEŞTİRME),18.07.2019,14:35:00,Güvenlik izleme,İSG,"Tehlikeli depolanmış malz. ve ekipmanlar; Tertip, düzen",P4802-B POMPASI,P4802-B POMPASI YANI BAKIM MALZEMELERİN DAĞINIK OLMASI,Olay tamamlandı,,,Geçersiz,0,,
1031945,4800 GSIP (BENZİN SPEKLERİ İYİLEŞTİRME),18.07.2019,14:35:00,Güvenlik izleme,İSG,Tehlikeli depolanmış malz. ve ekipmanlar,U4800 ÜNİTESİ LCN ANALİZÖRÜ ALTI,U4800 ÜNİTESİ LCN ANALİZÖRÜ ALTINDA TEHLİKELİ İSTİFLENMİŞ NUMUNE ŞİŞELERİ,Olay tamamlandı,,,Geçersiz,0,5331.1,
1031949,3000 TANK SAHASI,17.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,TK-3252 çatıya çıkış merdiven korkulukları,uygunsuz korkuluk,Olay tamamlandı,,,Geçersiz,0,,
1031950,4000 FCC ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",FCC pompa sahası yol güzergahı,araç yolu uygunsuluğu,Olay tamamlandı,,,Geçersiz,0,,
1031951,"8000 BORD, OF SAYT VE BATERİ LİMİT",17.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,8315 PV35 üzerindeki bölge,yüksekte tehlikeli malzeme,Olay tamamlandı,,,Geçersiz,0,5332.1,
1031952,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,ASA ya giderken 4 nolu yolda görülmüştür.,trafik kuralı ihlali,Olay tamamlandı,,,Geçersiz,0,,
1031953,8200 HYDROCRACKER REAKTÖR ÜNİTESİ,17.07.2019,00:00:00,Güvenlik izleme,İSG,Uyarıcı işaretler eksik/yok,8200 bölgesi ve yol güzergahı,gaz ölçümü,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1031954,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,18.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,1 nolu yolda görülmüştür.,trafik kuralı ihlali,Olay tamamlandı,,,Geçersiz,0,,
1031955,1600 ANA ÜRÜN TANKLARI VE BAĞLANTILARI,18.07.2019,00:00:00,Güvenlik izleme,İSG,"Uyarıcı işaretler eksik/yok; Düşme tehlikesi(Açık kablo kanalları,.)",TK-1610/A dayk dibi mahsul gideri beton oluğun dayk bağlantı noktası,ızgara eksikliği,Olay tamamlandı,,,Geçersiz,0,5334.1,
1031956,"8000 BORD, OF SAYT VE BATERİ LİMİT",18.07.2019,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,U-8000 bord karşısındaki saha tuvalet içi,kırık ayna parçaları,Olay tamamlandı,,,Geçersiz,0,5335.1,
1031957,8500 VİSBREAKER ÜNİTESİ,18.07.2019,00:00:00,Güvenlik izleme,İSG,Uyarıcı işaretler eksik/yok; Ekipman durumu uygun değil.,8501 dramı 2. kat menhol çıkışı vana yanı,korkuluk eksikliği,Olay tamamlandı,,,Geçersiz,0,5336.1,
1031958,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,18.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,4 nolu yolda görülmüştür.,trafik kuralı ihlali,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1031959,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,18.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,tüpraş mekanik atölye arkası vana atölyesi yanı,trafik kural ihlali,Olay tamamlandı,,,Geçersiz,0,,
1031960,ÜRETİM MÜDÜRLÜĞÜ-PR/YT,18.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,IGM binası önü,trafik kural ihlali,Olay tamamlandı,,,Geçersiz,0,,
1031961,7100 HAM PETROL ÖN ISITMA VE TUZ GİDERME,18.07.2019,00:00:00,Güvenlik izleme,İSG,Mek./elekt.izolasyon standartları ihlali,7000 ünitesi P.7103/5,standart / kural ihlali,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,5337.1,Seviye 4
1031962,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,18.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,9900 bölgesi 4 nolu duş kabini,uygunsuz ekipman,Olay tamamlandı,,,Geçersiz,0,,
1031963,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,18.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,yağlama atölye önünde görülmüştür.,trafik kuralı ihlali,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1031964,7000  OF SAYT VE BATTERY LİMİT,18.07.2019,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,7000 ünitesi R bölgesi,zeminde tehlikeli çıkıntılar,Olay tamamlandı,,,Geçersiz,0,5338.1,
1031965,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,18.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,yağlama atölye önünde görülmüştür.,trafik kuralı ihlali,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1031966,2050 A MDS 6 Kv DAĞITIM MERKEZİ,18.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",2050 den FCC ye geçiş köprüsü,uygun olmayan geçiş köprüsü,Olay tamamlandı,,,Geçersiz,0,5339.1,
1031967,2500 E/C/Y SOĞUTMA KULELERİ,18.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,2500-E,yükselte tehlikeli malzeme,Olay tamamlandı,,,Geçersiz,0,,
1031968,2500 E/C/Y SOĞUTMA KULELERİ,18.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Uyarıcı işaretler eksik/yok; Ekipman durumu uygun değil.",2500-Y,uygun olmayan ızgara,Olay tamamlandı,,,Geçersiz,0,5340.1,
1031969,3000 TANK SAHASI,18.07.2019,00:00:00,Güvenlik izleme,İSG,Yangın/patlama tehlikesi,PHÜ 8 nolu yol 20 nolu yangın hidrantı.,iş prosedürüne aykırı hareket,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1031972,3200 FUEL OIL HAZIRLAMA ÜNİTESİ,18.07.2019,10:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",U3200 ünitesi arkası,Kontrolsüz ve Uygunsuz Merdiven,Olay tamamlandı,,,Geçersiz,0,,
1031977,4000 FCC ÜNİTESİ,18.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,,Yüksekte duran emniyetsiz malzemeler,Olay tamamlandı,,,Geçersiz,0,,
1031978,902Y KİRLİ KONDENSE İŞLEME ÜNİTESİ,18.07.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",,takılma düşme,Olay tamamlandı,,,Geçersiz,0,5343.1,
1031979,3000 TANK SAHASI,18.07.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,tank4002nin 7000 ünitesine bakan yönünde,Yüksekte duran emniyetsiz malzemeler,Olay tamamlandı,,,Geçersiz,0,,
1031980,2700 OF SITE,18.07.2019,00:00:00,Güvenlik izleme,İSG,"Koridorlar, çıkışlar",teknokon atölye sahasından 1 nolu yola gidişte köprü üzerinde,uygun geçiş yolu,Olay tamamlandı,,,Geçersiz,0,5344.1,
1031981,2700 OF SITE,18.07.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",,takılma düşme,Olay tamamlandı,,,Geçersiz,0,5345.1,
1031982,1100 VAKUM DESTİLASYON ÜNİTESİ,18.07.2019,00:00:00,Güvenlik izleme,İSG,Yangın/patlama tehlikesi,1100 ünitesi 9900 VGO vanası üst katı,yanıcı malzeme istifi,Olay tamamlandı,,,Geçersiz,0,,
1031984,BAK.MÜD./BAKIM MÜDÜRLÜĞÜ,19.07.2019,00:00:00,Güvenlik izleme,İSG,Mevcut değil veya düzgün çalışmıyor,teknokon atölye bölgesi,ysc eksikliği,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1031985,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,19.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,4800 yanı A yolu,trafik kuralı ihlalı,Olay tamamlandı,,,Geçersiz,0,,
1031986,BAK.MÜD./BAKIM MÜDÜRLÜĞÜ,19.07.2019,00:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,teknokon atölye bölgesi,trafik kuralı ihlali,Olay tamamlandı,,,Geçersiz,0,,
1031987,8500 VİSBREAKER ÜNİTESİ,19.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",4800 yanı A yolu,dağınık bırakılan malzemeler,Olay tamamlandı,,,Geçersiz,0,,
1031989,1400 MEK.TOL.İLE YAĞI WAKSTAN ARINDIRMA,19.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",1400 ünitesi AG odası,tertip/düzen,Olay tamamlandı,,,Geçersiz,0,,
1031990,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,19.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,DHP 9906,tehlikeli durum,Olay tamamlandı,,,Geçersiz,0,,
1031991,ATIK SU SİSTEM1,19.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,4 nolu yoldan ASA ya  giriş köprüsü,uygunsuz ekipman,Olay tamamlandı,,,Geçersiz,0,5346.1,
1032001,BAK.MÜD./BAKIM MÜDÜRLÜĞÜ,19.07.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",teknokon ofis bölgesi,zemin bozukluğu,Olay tamamlandı,,,Geçersiz,0,,
1032002,1400 MEK.TOL.İLE YAĞI WAKSTAN ARINDIRMA,19.07.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,1400 ünitesi,uygunsuz iskele,Olay tamamlandı,,,Geçersiz,0,,
